case_id,child_id,episode_id,note_date,note_type,note_text,author
233.0,157,182,2025-09-18,review,Court hearing scheduled for next month regarding permanency.,R. Davis
,262,183,2024-07-19,court,Court hearing scheduled for next month regarding permanency.,A. Williams
,262,183,2025-03-05,service,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,262,183,2024-11-04,court,Child expressed desire to maintain contact with siblings.,M. Johnson
,262,183,2024-03-06,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
,262,183,2025-05-15,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,262,183,2024-07-18,review,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,262,183,2023-12-13,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
14.0,197,184,2025-09-04,service,Case review meeting held with team. Progress toward goals noted.,K. Brown
154.0,197,184,2023-06-14,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
14.0,197,184,2025-07-02,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
154.0,197,184,2024-11-17,service,Case review meeting held with team. Progress toward goals noted.,A. Williams
154.0,197,184,2023-08-02,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
14.0,197,184,2025-05-23,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
114.0,356,185,2022-06-19,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
114.0,356,185,2022-10-30,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
114.0,356,185,2022-08-04,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
250.0,356,185,2022-04-27,visit,Parent-child visit supervised. Positive interaction observed.,R. Davis
250.0,356,185,2022-11-10,assessment,Child expressed desire to maintain contact with siblings.,K. Brown
114.0,356,185,2023-02-18,court,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
68.0,251,186,2024-12-24,visit,Child expressed desire to maintain contact with siblings.,J. Smith
68.0,251,186,2025-03-08,assessment,Educational needs assessment conducted. IEP recommended.,K. Brown
68.0,251,186,2025-09-15,review,Educational needs assessment conducted. IEP recommended.,A. Williams
68.0,251,186,2024-06-14,service,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
68.0,251,186,2025-11-07,court,Court hearing scheduled for next month regarding permanency.,R. Davis
32.0,318,187,2025-07-11,visit,Initial assessment completed. Child appears safe in current placement.,A. Williams
60.0,318,187,2025-07-26,court,Court hearing scheduled for next month regarding permanency.,A. Williams
60.0,318,187,2025-08-06,review,Initial assessment completed. Child appears safe in current placement.,K. Brown
60.0,318,187,2025-08-01,service,Court hearing scheduled for next month regarding permanency.,A. Williams
32.0,318,187,2025-07-30,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
,100,188,2026-06-26,visit,Court hearing scheduled for next month regarding permanency.,K. Brown
,100,188,2023-12-22,visit,Court hearing scheduled for next month regarding permanency.,M. Johnson
,100,188,2024-03-10,review,Court hearing scheduled for next month regarding permanency.,M. Johnson
263.0,210,189,2023-12-13,court,Monthly visit conducted. Child is adjusting well to school.,K. Brown
62.0,210,189,2023-11-09,service,Child expressed desire to maintain contact with siblings.,R. Davis
263.0,210,189,2022-04-12,service,Court hearing scheduled for next month regarding permanency.,R. Davis
62.0,210,189,2022-06-07,service,Court hearing scheduled for next month regarding permanency.,J. Smith
68.0,251,190,2025-02-24,visit,Medical examination completed. All immunizations up to date.,J. Smith
68.0,251,190,2024-11-26,service,Initial assessment completed. Child appears safe in current placement.,J. Smith
68.0,251,190,2025-02-20,assessment,Court hearing scheduled for next month regarding permanency.,R. Davis
68.0,251,190,2025-04-12,service,Child expressed desire to maintain contact with siblings.,J. Smith
68.0,251,190,2025-07-19,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
68.0,251,190,2025-08-08,visit,Parent-child visit supervised. Positive interaction observed.,R. Davis
68.0,251,190,2024-11-18,assessment,Case review meeting held with team. Progress toward goals noted.,K. Brown
207.0,150,191,2025-09-16,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
207.0,150,191,2025-08-24,assessment,Court hearing scheduled for next month regarding permanency.,R. Davis
207.0,150,191,2025-08-03,court,Medical examination completed. All immunizations up to date.,A. Williams
,87,192,2023-08-27,assessment,Case review meeting held with team. Progress toward goals noted.,A. Williams
,87,192,2024-02-22,assessment,Safety concerns noted during home visit. Follow-up required.,A. Williams
,87,192,2024-04-22,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,87,192,2023-04-15,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
,87,192,2025-05-13,service,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,87,192,2023-07-10,visit,Child expressed desire to maintain contact with siblings.,J. Smith
,87,192,2025-04-15,assessment,Parent-child visit supervised. Positive interaction observed.,R. Davis
,87,192,2025-04-08,court,Parent-child visit supervised. Positive interaction observed.,R. Davis
,87,192,2025-07-01,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
,262,193,2025-06-16,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,262,193,2025-11-07,visit,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,262,193,2025-06-09,assessment,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,422,194,2025-09-24,service,Safety concerns noted during home visit. Follow-up required.,K. Brown
,422,194,2024-10-22,review,Court hearing scheduled for next month regarding permanency.,K. Brown
,422,194,2025-01-21,review,Case review meeting held with team. Progress toward goals noted.,A. Williams
,422,194,2025-08-01,assessment,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,422,194,2024-01-05,visit,Initial assessment completed. Child appears safe in current placement.,R. Davis
,422,194,2023-11-08,visit,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,422,194,2024-07-24,service,Child expressed desire to maintain contact with siblings.,R. Davis
,422,194,2024-02-28,visit,Initial assessment completed. Child appears safe in current placement.,A. Williams
,422,194,2024-04-25,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
,422,194,2023-12-04,court,Child expressed desire to maintain contact with siblings.,J. Smith
35.0,280,195,2025-01-31,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
231.0,280,195,2024-09-23,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
231.0,280,195,2025-02-28,assessment,Initial assessment completed. Child appears safe in current placement.,J. Smith
279.0,280,195,2024-08-09,assessment,Educational needs assessment conducted. IEP recommended.,R. Davis
279.0,280,195,2025-01-11,court,Therapeutic services initiated. Child responding well to counseling.,J. Smith
279.0,280,195,2025-01-13,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
35.0,280,195,2024-09-11,service,Child expressed desire to maintain contact with siblings.,J. Smith
280.0,153,196,2025-10-05,service,Child expressed desire to maintain contact with siblings.,M. Johnson
280.0,153,196,2025-08-04,visit,Therapeutic services initiated. Child responding well to counseling.,A. Williams
280.0,153,196,2025-11-03,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
160.0,225,197,2025-08-21,service,Initial assessment completed. Child appears safe in current placement.,J. Smith
240.0,225,197,2026-05-01,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
160.0,225,197,2026-02-17,review,Safety concerns noted during home visit. Follow-up required.,K. Brown
160.0,225,197,2026-06-08,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
240.0,225,197,2025-07-09,court,Child expressed desire to maintain contact with siblings.,M. Johnson
240.0,225,197,2026-03-28,service,Safety concerns noted during home visit. Follow-up required.,A. Williams
240.0,225,197,2025-07-11,review,Child expressed desire to maintain contact with siblings.,A. Williams
,353,198,2024-01-17,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,353,198,2024-09-25,court,Educational needs assessment conducted. IEP recommended.,K. Brown
,353,198,2025-11-30,review,Court hearing scheduled for next month regarding permanency.,J. Smith
,353,198,2024-10-06,review,Court hearing scheduled for next month regarding permanency.,R. Davis
,353,198,2024-10-04,review,Court hearing scheduled for next month regarding permanency.,R. Davis
,353,198,2024-03-11,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
,353,198,2026-02-10,service,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,353,198,2025-04-30,visit,Medical examination completed. All immunizations up to date.,J. Smith
,353,198,2025-06-01,visit,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,72,199,2024-10-08,court,Educational needs assessment conducted. IEP recommended.,J. Smith
,72,199,2024-11-02,court,Medical examination completed. All immunizations up to date.,K. Brown
,72,199,2024-12-22,service,Parent-child visit supervised. Positive interaction observed.,R. Davis
,72,199,2024-11-08,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
,72,199,2024-12-05,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
,273,200,2025-08-01,assessment,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,273,200,2024-11-14,service,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,273,200,2025-09-17,visit,Parent-child visit supervised. Positive interaction observed.,J. Smith
,273,200,2024-03-28,visit,Therapeutic services initiated. Child responding well to counseling.,J. Smith
249.0,361,201,2024-08-25,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
249.0,361,201,2024-06-17,court,Child expressed desire to maintain contact with siblings.,J. Smith
249.0,361,201,2025-10-20,court,Child expressed desire to maintain contact with siblings.,A. Williams
249.0,361,201,2024-09-17,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
249.0,361,201,2025-06-20,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
249.0,361,201,2025-01-09,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
252.0,461,202,2022-09-18,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
252.0,461,202,2022-06-14,visit,Child expressed desire to maintain contact with siblings.,J. Smith
252.0,461,202,2022-08-23,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
252.0,461,202,2022-02-02,assessment,Monthly visit conducted. Child is adjusting well to school.,K. Brown
252.0,461,202,2022-06-29,assessment,Case review meeting held with team. Progress toward goals noted.,K. Brown
252.0,461,202,2022-01-03,court,Medical examination completed. All immunizations up to date.,K. Brown
252.0,461,202,2022-04-06,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
252.0,461,202,2022-10-16,review,Educational needs assessment conducted. IEP recommended.,J. Smith
252.0,461,202,2022-08-31,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
81.0,142,203,2025-02-04,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
81.0,142,203,2024-12-27,assessment,Educational needs assessment conducted. IEP recommended.,A. Williams
81.0,142,203,2023-01-02,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
81.0,142,203,2024-06-25,assessment,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
81.0,142,203,2024-10-17,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
81.0,142,203,2025-10-04,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
81.0,142,203,2023-02-12,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
81.0,142,203,2023-05-17,visit,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
81.0,142,203,2022-11-15,review,Case review meeting held with team. Progress toward goals noted.,J. Smith
29.0,75,204,2025-05-10,service,Initial assessment completed. Child appears safe in current placement.,R. Davis
29.0,75,204,2025-11-28,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
6.0,75,204,2025-04-17,court,Child expressed desire to maintain contact with siblings.,R. Davis
29.0,75,204,2025-12-06,visit,Monthly visit conducted. Child is adjusting well to school.,J. Smith
29.0,75,204,2024-09-13,service,Child expressed desire to maintain contact with siblings.,R. Davis
6.0,75,204,2024-08-24,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
6.0,75,204,2024-03-16,assessment,Educational needs assessment conducted. IEP recommended.,R. Davis
29.0,75,204,2025-01-04,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
29.0,75,204,2025-08-06,visit,Medical examination completed. All immunizations up to date.,J. Smith
6.0,75,204,2024-08-12,assessment,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
277.0,296,205,2022-04-14,visit,Medical examination completed. All immunizations up to date.,J. Smith
277.0,296,205,2022-11-08,review,Medical examination completed. All immunizations up to date.,J. Smith
277.0,296,205,2023-12-04,court,Parent-child visit supervised. Positive interaction observed.,K. Brown
277.0,296,205,2023-06-03,service,Educational needs assessment conducted. IEP recommended.,K. Brown
277.0,296,205,2023-06-04,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
277.0,296,205,2025-10-10,assessment,Court hearing scheduled for next month regarding permanency.,R. Davis
277.0,296,205,2023-01-14,service,Medical examination completed. All immunizations up to date.,J. Smith
277.0,296,205,2025-05-25,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
277.0,296,205,2023-06-27,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
88.0,232,206,2025-07-28,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
88.0,232,206,2025-08-15,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
88.0,232,206,2025-09-06,assessment,Parent-child visit supervised. Positive interaction observed.,R. Davis
,264,207,2025-08-09,visit,Child expressed desire to maintain contact with siblings.,R. Davis
,264,207,2024-04-18,service,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,264,207,2024-06-12,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
,264,207,2024-12-27,service,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,264,207,2025-03-02,court,Medical examination completed. All immunizations up to date.,R. Davis
,264,207,2025-02-15,court,Educational needs assessment conducted. IEP recommended.,R. Davis
,264,207,2025-07-30,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
173.0,487,208,2025-08-31,visit,Educational needs assessment conducted. IEP recommended.,A. Williams
173.0,487,208,2023-05-21,court,Therapeutic services initiated. Child responding well to counseling.,A. Williams
173.0,487,208,2024-04-23,court,Parent-child visit supervised. Positive interaction observed.,R. Davis
173.0,487,208,2024-02-08,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
173.0,487,208,2025-05-04,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
,375,209,2025-05-09,review,Court hearing scheduled for next month regarding permanency.,A. Williams
,375,209,2023-09-25,court,Medical examination completed. All immunizations up to date.,R. Davis
,375,209,2024-02-06,assessment,Educational needs assessment conducted. IEP recommended.,R. Davis
,375,209,2024-08-28,assessment,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,375,209,2024-12-27,assessment,Parent-child visit supervised. Positive interaction observed.,R. Davis
,375,209,2025-05-31,court,Court hearing scheduled for next month regarding permanency.,K. Brown
,436,210,2026-02-07,service,Educational needs assessment conducted. IEP recommended.,A. Williams
,436,210,2027-01-03,service,Medical examination completed. All immunizations up to date.,A. Williams
,436,210,2025-10-28,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
,436,210,2026-02-14,visit,Child expressed desire to maintain contact with siblings.,R. Davis
,436,210,2026-07-08,visit,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
,436,210,2027-09-10,court,Educational needs assessment conducted. IEP recommended.,K. Brown
,436,210,2026-12-16,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,436,210,2027-01-03,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
52.0,423,211,2025-03-07,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
52.0,423,211,2025-03-12,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
52.0,423,211,2024-11-01,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
177.0,173,212,2024-04-04,review,Medical examination completed. All immunizations up to date.,A. Williams
177.0,173,212,2023-06-01,service,Parent-child visit supervised. Positive interaction observed.,J. Smith
177.0,173,212,2023-01-14,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
177.0,173,212,2024-04-03,service,Parent-child visit supervised. Positive interaction observed.,M. Johnson
84.0,404,213,2024-01-12,assessment,Court hearing scheduled for next month regarding permanency.,J. Smith
84.0,404,213,2024-01-25,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
84.0,404,213,2023-11-09,visit,Case review meeting held with team. Progress toward goals noted.,R. Davis
84.0,404,213,2024-01-13,visit,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
84.0,404,213,2024-02-17,assessment,Educational needs assessment conducted. IEP recommended.,R. Davis
84.0,404,213,2023-12-17,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,321,214,2023-11-11,court,Child expressed desire to maintain contact with siblings.,R. Davis
,321,214,2025-08-09,review,Child expressed desire to maintain contact with siblings.,K. Brown
,321,214,2023-10-16,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
37.0,234,215,2027-10-06,service,Court hearing scheduled for next month regarding permanency.,K. Brown
37.0,234,215,2028-02-25,visit,Medical examination completed. All immunizations up to date.,A. Williams
37.0,234,215,2026-05-05,service,Medical examination completed. All immunizations up to date.,A. Williams
13.0,234,215,2026-09-01,service,Medical examination completed. All immunizations up to date.,R. Davis
37.0,234,215,2026-11-08,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
13.0,234,215,2026-03-03,review,Child expressed desire to maintain contact with siblings.,M. Johnson
37.0,234,215,2027-12-22,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
37.0,234,215,2026-10-03,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
37.0,234,215,2026-05-31,review,Educational needs assessment conducted. IEP recommended.,J. Smith
295.0,452,216,2025-09-28,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
297.0,452,216,2025-04-30,court,Child expressed desire to maintain contact with siblings.,J. Smith
297.0,452,216,2024-11-16,service,Child expressed desire to maintain contact with siblings.,J. Smith
297.0,452,216,2024-07-29,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
297.0,452,216,2024-03-06,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
295.0,452,216,2023-05-09,visit,Child expressed desire to maintain contact with siblings.,A. Williams
167.0,336,217,2024-05-22,assessment,Monthly visit conducted. Child is adjusting well to school.,R. Davis
167.0,336,217,2025-09-12,court,Monthly visit conducted. Child is adjusting well to school.,R. Davis
167.0,336,217,2024-06-18,assessment,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
121.0,27,218,2024-04-30,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
299.0,27,218,2024-01-06,visit,Parent-child visit supervised. Positive interaction observed.,J. Smith
121.0,27,218,2025-04-15,review,Court hearing scheduled for next month regarding permanency.,A. Williams
187.0,27,218,2025-01-31,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
121.0,27,218,2023-08-06,review,Monthly visit conducted. Child is adjusting well to school.,J. Smith
121.0,27,218,2025-09-18,court,Court hearing scheduled for next month regarding permanency.,R. Davis
187.0,27,218,2023-11-24,review,Safety concerns noted during home visit. Follow-up required.,M. Johnson
299.0,27,218,2023-12-23,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
121.0,27,218,2024-06-17,court,Medical examination completed. All immunizations up to date.,J. Smith
135.0,220,219,2024-04-20,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
135.0,220,219,2022-12-20,assessment,Case review meeting held with team. Progress toward goals noted.,A. Williams
207.0,220,219,2025-04-24,service,Parent-child visit supervised. Positive interaction observed.,K. Brown
,110,220,2025-02-01,visit,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,110,220,2024-11-21,review,Initial assessment completed. Child appears safe in current placement.,J. Smith
,110,220,2025-11-07,service,Court hearing scheduled for next month regarding permanency.,J. Smith
,110,220,2023-11-26,service,Medical examination completed. All immunizations up to date.,K. Brown
,110,220,2024-12-29,service,Medical examination completed. All immunizations up to date.,R. Davis
,266,221,2024-11-25,service,Medical examination completed. All immunizations up to date.,A. Williams
,266,221,2025-05-09,review,Child expressed desire to maintain contact with siblings.,A. Williams
,266,221,2024-11-22,service,Court hearing scheduled for next month regarding permanency.,R. Davis
,266,221,2024-10-04,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,266,221,2022-05-15,review,Safety concerns noted during home visit. Follow-up required.,A. Williams
,266,221,2022-08-09,review,Child expressed desire to maintain contact with siblings.,K. Brown
,266,221,2024-01-24,court,Safety concerns noted during home visit. Follow-up required.,J. Smith
,266,221,2023-09-21,service,Parent-child visit supervised. Positive interaction observed.,J. Smith
,266,221,2023-03-02,service,Court hearing scheduled for next month regarding permanency.,K. Brown
,419,222,2026-11-30,court,Child expressed desire to maintain contact with siblings.,M. Johnson
,419,222,2025-06-29,visit,Parent-child visit supervised. Positive interaction observed.,K. Brown
,419,222,2025-10-20,service,Child expressed desire to maintain contact with siblings.,K. Brown
,419,222,2027-02-03,service,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,419,222,2026-05-24,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
,245,223,2025-06-22,visit,Therapeutic services initiated. Child responding well to counseling.,A. Williams
,245,223,2025-05-29,court,Educational needs assessment conducted. IEP recommended.,K. Brown
,245,223,2025-10-30,service,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,245,223,2025-07-30,court,Medical examination completed. All immunizations up to date.,R. Davis
,245,223,2025-09-15,visit,Educational needs assessment conducted. IEP recommended.,J. Smith
,245,223,2025-08-14,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
144.0,53,224,2024-01-17,assessment,Medical examination completed. All immunizations up to date.,A. Williams
144.0,53,224,2024-03-07,review,Parent-child visit supervised. Positive interaction observed.,R. Davis
144.0,53,224,2025-01-20,service,Child expressed desire to maintain contact with siblings.,A. Williams
188.0,53,224,2025-09-24,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
188.0,53,224,2024-10-23,visit,Medical examination completed. All immunizations up to date.,R. Davis
95.0,196,225,2025-08-21,service,Medical examination completed. All immunizations up to date.,J. Smith
58.0,196,225,2025-10-16,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
95.0,196,225,2025-08-22,assessment,Court hearing scheduled for next month regarding permanency.,M. Johnson
95.0,196,225,2025-02-25,court,Child expressed desire to maintain contact with siblings.,M. Johnson
78.0,36,226,2023-01-16,visit,Court hearing scheduled for next month regarding permanency.,M. Johnson
117.0,36,226,2025-02-20,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
117.0,36,226,2025-03-10,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
226.0,226,227,2023-11-22,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
226.0,226,227,2023-11-22,service,Court hearing scheduled for next month regarding permanency.,K. Brown
226.0,226,227,2023-12-17,service,Safety concerns noted during home visit. Follow-up required.,R. Davis
91.0,352,228,2023-08-14,review,Medical examination completed. All immunizations up to date.,R. Davis
91.0,352,228,2023-10-22,court,Medical examination completed. All immunizations up to date.,M. Johnson
91.0,352,228,2023-10-03,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
91.0,352,228,2023-04-21,service,Therapeutic services initiated. Child responding well to counseling.,A. Williams
91.0,352,228,2023-08-24,service,Child expressed desire to maintain contact with siblings.,J. Smith
91.0,352,228,2023-09-14,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
72.0,352,228,2023-09-05,assessment,Parent-child visit supervised. Positive interaction observed.,K. Brown
72.0,352,228,2023-05-25,review,Medical examination completed. All immunizations up to date.,A. Williams
,386,229,2025-08-21,service,Case review meeting held with team. Progress toward goals noted.,A. Williams
,386,229,2025-07-01,visit,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,386,229,2025-10-02,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
,386,229,2025-09-09,service,Child expressed desire to maintain contact with siblings.,M. Johnson
,386,229,2025-08-29,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
,386,229,2025-08-06,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,386,229,2025-10-05,service,Child expressed desire to maintain contact with siblings.,R. Davis
,386,229,2025-05-18,service,Child expressed desire to maintain contact with siblings.,M. Johnson
,386,229,2025-06-24,assessment,Case review meeting held with team. Progress toward goals noted.,M. Johnson
17.0,494,230,2023-10-23,review,Child expressed desire to maintain contact with siblings.,J. Smith
17.0,494,230,2023-08-24,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
17.0,494,230,2024-11-16,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
17.0,494,230,2023-07-04,service,Court hearing scheduled for next month regarding permanency.,J. Smith
17.0,494,230,2023-09-26,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
17.0,494,230,2023-08-10,assessment,Therapeutic services initiated. Child responding well to counseling.,A. Williams
17.0,494,230,2023-08-23,review,Monthly visit conducted. Child is adjusting well to school.,J. Smith
17.0,494,230,2025-01-31,assessment,Court hearing scheduled for next month regarding permanency.,K. Brown
81.0,142,231,2022-10-04,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
81.0,142,231,2025-02-07,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
81.0,142,231,2022-07-09,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
81.0,142,231,2025-10-05,service,Case review meeting held with team. Progress toward goals noted.,M. Johnson
81.0,142,231,2023-09-30,service,Safety concerns noted during home visit. Follow-up required.,M. Johnson
81.0,142,231,2024-10-21,court,Medical examination completed. All immunizations up to date.,A. Williams
81.0,142,231,2023-10-20,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
81.0,142,231,2023-12-26,assessment,Educational needs assessment conducted. IEP recommended.,M. Johnson
81.0,142,231,2023-01-09,visit,Initial assessment completed. Child appears safe in current placement.,R. Davis
81.0,142,231,2022-10-25,visit,Educational needs assessment conducted. IEP recommended.,M. Johnson
,308,232,2022-10-10,court,Safety concerns noted during home visit. Follow-up required.,A. Williams
,308,232,2025-08-11,assessment,Educational needs assessment conducted. IEP recommended.,K. Brown
,308,232,2024-08-29,visit,Medical examination completed. All immunizations up to date.,R. Davis
,308,232,2024-01-22,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
,308,232,2024-05-27,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
239.0,435,233,2022-03-03,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
239.0,435,233,2022-05-04,service,Child expressed desire to maintain contact with siblings.,A. Williams
239.0,435,233,2022-09-16,court,Child expressed desire to maintain contact with siblings.,A. Williams
239.0,435,233,2023-02-17,visit,Court hearing scheduled for next month regarding permanency.,A. Williams
239.0,435,233,2022-08-29,service,Safety concerns noted during home visit. Follow-up required.,M. Johnson
239.0,435,233,2022-02-19,assessment,Medical examination completed. All immunizations up to date.,R. Davis
239.0,435,233,2022-10-09,assessment,Court hearing scheduled for next month regarding permanency.,K. Brown
239.0,435,233,2022-02-17,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
7.0,261,234,2025-08-28,visit,Educational needs assessment conducted. IEP recommended.,R. Davis
7.0,261,234,2025-04-11,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
172.0,261,234,2025-06-24,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
7.0,261,234,2026-06-05,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
172.0,261,234,2026-05-15,review,Educational needs assessment conducted. IEP recommended.,J. Smith
172.0,261,234,2025-07-05,visit,Child expressed desire to maintain contact with siblings.,R. Davis
172.0,261,234,2024-11-20,service,Educational needs assessment conducted. IEP recommended.,R. Davis
7.0,261,234,2026-04-25,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,402,235,2025-03-03,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,402,235,2025-02-20,service,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,402,235,2025-01-25,visit,Parent-child visit supervised. Positive interaction observed.,K. Brown
,402,235,2025-02-04,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
,402,235,2024-07-23,visit,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,402,235,2025-08-05,visit,Medical examination completed. All immunizations up to date.,A. Williams
